Index,True Label,Predicted Label,sentence,word_index
12139,1,0,This was her very first taste of only the best being good enough — and she liked it !,5
12160,1,0,"It was Paula 's job to show samples , parading slowly up and down in front of the clients as they sat on the elegant spindle-leg chairs taking in every detail of the garments with a critical and practised eye .",38
12167,1,0,"Sometimes they came alone , sometimes with a man in tow — to foot the bill !",10
12169,1,0,"Sometimes they came alone , sometimes with a man in tow — to foot the bill !",15
12189,0,1,"The appearance of a famous face in the show rooms always caused a stir amongst the girls , who all longed to hook a wealthy husband — and if he had a title , like the Aly Khan , or was a film star like Omar Shariff , then so much the better !",43
12205,1,0,"In the long hours when there were no customers to show she was expected to lend a hand with some of the unskilled tasks — running errands and making tea , unpicking a seam or a hem , even sewing on a button or a hook and eye when she had been taught the proper way to do it .",17
12233,0,1,"There were new tricks of modelling to be learned too — how to remove a coat , sliding It carefully off her shoulders with the sleeves hanging in perfect balance , never for one moment allowing the inside to be on view , for samples were often unlined .",3
12247,0,1,"There were new tricks of modelling to be learned too — how to remove a coat , sliding It carefully off her shoulders with the sleeves hanging in perfect balance , never for one moment allowing the inside to be on view , for samples were often unlined .",35
12272,0,1,Even the most popular of girls soon discovered that in this highly competitive world where models vied with one another for the most glamorous jobs and the wealthiest and best-looking men there was far more bitchiness than in the provinces — and Paula was far from popular .,7
12283,0,1,Even the most popular of girls soon discovered that in this highly competitive world where models vied with one another for the most glamorous jobs and the wealthiest and best-looking men there was far more bitchiness than in the provinces — and Paula was far from popular .,33
12287,0,1,Even the most popular of girls soon discovered that in this highly competitive world where models vied with one another for the most glamorous jobs and the wealthiest and best-looking men there was far more bitchiness than in the provinces — and Paula was far from popular .,44
12316,1,0,"Paula spent most of her free time alone , window shopping , visiting News Theatres , where she sometimes watched the programme of cartoons twice round , and drinking endless cups of Espresso coffee in cafés and coffee houses .",5
12343,0,1,Her favourite was the coffee shop in Fenwicks in Bond Street for this was the haunt and the meeting place of all those from the world of fashion .,15
12344,0,1,Her favourite was the coffee shop in Fenwicks in Bond Street for this was the haunt and the meeting place of all those from the world of fashion .,18
12362,0,1,One lunchtime when she had been at the House of Mattli for a few months Paula went there for her usual coffee and the cottage cheese salad that was her staple diet now that it was so important that she did not add a single half-inch to her wand-slim figure .,42
12365,1,0,One lunchtime when she had been at the House of Mattli for a few months Paula went there for her usual coffee and the cottage cheese salad that was her staple diet now that it was so important that she did not add a single half-inch to her wand-slim figure .,48
12376,1,0,"Frantically she rooted round , then checked her pockets without success .",2
12434,1,0,"Let me pay and then we 'll have lunch together and do some catching up — unless you 're meeting someone , of course . ’",13
12444,0,1,"Paula picked up her try and moved aside waiting for him , flushed with pleasure at seeing a familiar face .",12
12456,1,0,"She had met him back home in the west country when he had come to supervise a show put on by one of the big ready-to-wear labels , Carnega , for whom he worked as a junior member of the design team .",5
12470,1,0,"She had met him back home in the west country when he had come to supervise a show put on by one of the big ready-to-wear labels , Carnega , for whom he worked as a junior member of the design team .",40
12489,1,0,"For a whole week they had worked closely together , sharing flasks of coffee and packets of cigarettes and Paula had grown to like the pixieish little man who by his very nature offered her no challenge — and no threat .",36
12512,0,1,"He led the way , his slim hips in the tight fitting pants snaking gracefully between the tables .",1
12519,0,1,"He led the way , his slim hips in the tight fitting pants snaking gracefully between the tables .",13
12522,1,0,They unloaded their trays on to a table .,1
12545,1,0,Oh ! ’ she squealed as light dawned .,6
12546,1,0,Oh ! ’ she squealed as light dawned .,7
12550,1,0,"You 've set up as a designer in your own right , Gary ! ’",10
12587,0,1,Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing — and to have my own name on the labels .,25
12610,0,1,"If it works out we shall practically be neighbours , Paula . ’",2
12611,1,0,"If it works out we shall practically be neighbours , Paula . ’",6
12614,0,1,‘ What a small world !,3
12615,0,1,‘ What a small world !,4
12624,1,0,Usually the slightest whisper travelled like jungle drums through the world of fashion .,2
12635,1,0,But if he was moving to London his new fashion house would soon be a talking point .,4
12641,0,1,But if he was moving to London his new fashion house would soon be a talking point .,15
12642,0,1,But if he was moving to London his new fashion house would soon be a talking point .,16
12643,1,0,"‘ We must keep in touch , ’ Gary said as he finished his cheese roll .",3
12644,1,0,"‘ We must keep in touch , ’ Gary said as he finished his cheese roll .",5
12657,1,0,Apart from anything else I owe you a coffee . ’,5
12659,0,1,‘ True .,1
12663,1,0,I do n't suppose I could persuade you to work for me in return ?,13
12664,1,0,I 'm looking for a couple of good models .,2
12667,1,0,I 'm looking for a couple of good models .,8
12728,1,0,"They walked back to South Audley Street together , weaving their way through the lunchtime crowds on the pavements , the tall , striking girl and the young man whose pixieish looks belied his twenty-six years .",31
12729,0,1,"They walked back to South Audley Street together , weaving their way through the lunchtime crowds on the pavements , the tall , striking girl and the young man whose pixieish looks belied his twenty-six years .",32
12750,1,0,"She held up her fingers , tightly crossed for him .",6
12778,1,0,"‘ I hear you have been seen going into the House of Oliver , ’ she said , her immaculately painted lips tight with fury .",19
12779,1,0,"‘ I hear you have been seen going into the House of Oliver , ’ she said , her immaculately painted lips tight with fury .",20
12782,0,1,"‘ I hear you have been seen going into the House of Oliver , ’ she said , her immaculately painted lips tight with fury .",24
12804,1,0,"Though he was always in evidence it was invariably Madame who did all the talking , giving orders , fussing around clients , so that Paula was never quite certain what his role was .",5
12809,1,0,"Though he was always in evidence it was invariably Madame who did all the talking , giving orders , fussing around clients , so that Paula was never quite certain what his role was .",17
12842,0,1,But in the cut-throat world of fashion up and coming designers were to be feared — and already Gary 's reputation was growing .,3
12845,0,1,But in the cut-throat world of fashion up and coming designers were to be feared — and already Gary 's reputation was growing .,9
12854,1,0,"‘ You know that we insist on complete loyalty , ’ Madame Mattli continued .",7
12860,1,0,‘ The security of our designs is paramount .,5
12880,0,1,Pillow talk is the most dangerous . ’,5
12895,0,1,Close though her friendship with Gary had become she had never once breathed a word to him about the new collections she saw taking shape at Mattli — and as for ‘ pillow talk ’ the notion was absurd .,22
12898,0,1,Close though her friendship with Gary had become she had never once breathed a word to him about the new collections she saw taking shape at Mattli — and as for ‘ pillow talk ’ the notion was absurd .,32
12911,0,1,"‘ You must stop visiting him , ’ Madame said firmly .",3
12916,1,0,‘ Either I have your word on It or I am afraid you can no longer remain in my employ .,5
12920,0,1,‘ Either I have your word on It or I am afraid you can no longer remain in my employ .,19
12931,1,0,Her job with the House of Mattli was her life .,9
12933,1,0,But to allow herself to be dictated to in this way when she knew she had done nothing wrong was tantamount to admitting guilt .,6
12939,1,0,But to allow herself to be dictated to in this way when she knew she had done nothing wrong was tantamount to admitting guilt .,22
12950,1,0,With Gary she enjoyed a relationship she had never experienced with anyone else — the easy-going friendship of a male who made no demands whatever on her — and it meant more to her than she had realised .,3
12998,0,1,I shall contact the agency for a replacement immediately .,2
13001,1,0,I shall contact the agency for a replacement immediately .,8
13003,1,0,"And I warn you , if any of my designs or anything like them turn up in the showroom at the House of Oliver I shall sue — and win the sort of damages that will put your little friend out of business for good .",9
13012,1,0,"And I warn you , if any of my designs or anything like them turn up in the showroom at the House of Oliver I shall sue — and win the sort of damages that will put your little friend out of business for good .",33
13014,0,1,"And I warn you , if any of my designs or anything like them turn up in the showroom at the House of Oliver I shall sue — and win the sort of damages that will put your little friend out of business for good .",38
13015,0,1,"And I warn you , if any of my designs or anything like them turn up in the showroom at the House of Oliver I shall sue — and win the sort of damages that will put your little friend out of business for good .",39
13033,1,0,"I 'm sorry to leave you , but I assure you you need not worry on that score . ’",4
13046,1,0,"The showrooms of the House of Oliver were smaller and less grand than those at the House of Mattli but the décor was newer and fresher , pale grey drapes , ultra modern black furniture and a great deal of gleaming stainless steel .",25
13054,0,1,"The showrooms of the House of Oliver were smaller and less grand than those at the House of Mattli but the décor was newer and fresher , pale grey drapes , ultra modern black furniture and a great deal of gleaming stainless steel .",37
13075,1,0,Paula perched herself against the cutting table trying to look nonchalant .,1
13078,1,0,Paula perched herself against the cutting table trying to look nonchalant .,7
13081,1,0,"‘ I 've left Mattli , ’ she said .",3
13109,1,0,"‘ We 'll leave this for now , Claudia ’ , he said .",3
13113,0,1,"‘ See if you can rustle up a cup of tea for Paula and me , please . ’",5
13147,1,0,You ca n't have left Mattli . ’,4
13150,1,0,Paula related what had happened and saw Gary turn pale .,1
13152,0,1,Paula related what had happened and saw Gary turn pale .,6
13161,1,0,If she sues I 'll be ruined .,6
13165,1,0,"Even worse , someone of her stature could make a hell of a lot of trouble for me , even if she does n't . ’",6
13168,0,1,"Even worse , someone of her stature could make a hell of a lot of trouble for me , even if she does n't . ’",13
13185,1,0,It happens every season — by sheer chance and law of averages some of the ideas are bound to come up .,6
13188,0,1,It happens every season — by sheer chance and law of averages some of the ideas are bound to come up .,11
13194,1,0,"There are always accusations of piracy and copy-catting , though they ca n't usually be substantiated .",5
13203,1,0,Gary ran a distracted hand through his mop of fair hair .,1
13204,1,0,Gary ran a distracted hand through his mop of fair hair .,3
13206,1,0,Gary ran a distracted hand through his mop of fair hair .,7
13217,1,0,‘ You 're an original .,4
13220,1,0,"‘ No , idiot — not so that I can steal them .",10
13221,1,0,"So that I can go through my designs and make quite certain that there is not one collar , not one cuff detail , not the slightest influence that they could accuse me of copying from them .",4
13222,1,0,"So that I can go through my designs and make quite certain that there is not one collar , not one cuff detail , not the slightest influence that they could accuse me of copying from them .",7
13229,1,0,"So that I can go through my designs and make quite certain that there is not one collar , not one cuff detail , not the slightest influence that they could accuse me of copying from them .",26
13232,1,0,"So that I can go through my designs and make quite certain that there is not one collar , not one cuff detail , not the slightest influence that they could accuse me of copying from them .",34
13251,0,1,‘ For goodness sake stop panicking ! ’,4
13255,0,1,"Paula said , though she could feel the seeds of panic herself .",6
13264,1,0,‘ I only hope you 're right ! ’ he said in anguished tones .,12
13272,1,0,"The model came in with the cups of tea , still glowering darkly at Paula from beneath her fringe of false eyelashes .",12
13275,1,0,"The model came in with the cups of tea , still glowering darkly at Paula from beneath her fringe of false eyelashes .",20
13281,1,0,It was clear she was blaming Paula bitterly for the interrupted afternoon and her boss 's drastic change of mood .,10
13284,0,1,It was clear she was blaming Paula bitterly for the interrupted afternoon and her boss 's drastic change of mood .,16
13285,0,1,It was clear she was blaming Paula bitterly for the interrupted afternoon and her boss 's drastic change of mood .,17
13294,1,0,‘ I 'm sure she ca n't do justice to your designs .,11
13303,0,1,Gary looked crestfallen .,2
13305,0,1,‘ She 's the best I could get … ’,7
13312,1,0,"‘ Anyway , you 've got me now so you can get rid of her . ’",11
13313,1,0,"‘ Anyway , you 've got me now so you can get rid of her . ’",12
13318,0,1,He looked like a worried small boy .,4
13319,0,1,He looked like a worried small boy .,5
13322,1,0,‘ I told you — I 've left Mattli .,7
13328,1,0,Gary 's expression became even more anxious .,2
13331,0,1,Gary 's expression became even more anxious .,6
13333,0,1,‘ You know I 'd give my right arm to have someone as good as you to model for me !,5
13335,0,1,‘ You know I 'd give my right arm to have someone as good as you to model for me !,8
13356,0,1,For the first time she felt the stirrings of something like power .,5
13360,0,1,It was not unlike the feeling she experienced when men looked at her and wanted her though she knew it could not be that for there was nothing sexual between her and Gary and never would be .,5
13373,0,1,"It made her feel strong , invincible almost , and just a tiny bit as if she had drunk too much wine .",3
13377,0,1,"It made her feel strong , invincible almost , and just a tiny bit as if she had drunk too much wine .",12
13378,0,1,"It made her feel strong , invincible almost , and just a tiny bit as if she had drunk too much wine .",13
13379,1,0,"It made her feel strong , invincible almost , and just a tiny bit as if she had drunk too much wine .",18
13381,1,0,"It made her feel strong , invincible almost , and just a tiny bit as if she had drunk too much wine .",21
13389,0,1,"We beat southwards all that first day , slicing through a glittering sea , and propelled by an apparently changeless south-easterly trade wind .",11
13391,0,1,"We beat southwards all that first day , slicing through a glittering sea , and propelled by an apparently changeless south-easterly trade wind .",15
13415,1,0,"They briefly appeared on deck for lunch ; a meal which Rickie hardly touched , while Robin-Anne , despite her apparent frailty , attacked the sandwiches and salad with the savagery of a starving bear .",30
13423,1,0,"Afterwards , incongruously dressed in a raincoat , she went to the bows and stared briefly down at the mesmerising onrush of sea where it split and foamed at Wavebreaker 's cutwater .",12
13435,1,0,"She did not stay there long , but retreated from the fierce sun to the stern-cabin that she would be sharing with Ellen .",8
13441,0,1,"The contrast between the two American girls was almost painful ; Ellen was so healthy and strong , while the waif-like Robin-Anne was pathetically wan and listless .",1
13460,1,0,Ellen gave me an amused glance .,4
13462,1,0,‘ Little Orphan Annie ?,1
13467,1,0,It 's hard to believe she 's about to be worth six million dollars .,10
13470,0,1,"Still , she 's got precious little else going for her . ’",4
13481,0,1,"‘ She has a distressingly simple mind , with only room for a single idea at any one time .",5
13507,1,0,"‘ I think she 'd do better to understand herself , ’ Ellen said tartly .",14
13539,0,1,"‘ He 's precisely what anyone would expect of a drop-out Phys Ed basketball-playing retard , ’ Ellen said scornfully , ‘ by which I mean that he 's a jock with the brains of a dung beetle .",30
13547,0,1,"He reminds me of your Neanderthal friend , the Maggot , except Rickie is a great deal more handsome . ’",15
13594,1,0,"‘ Kind of starving , ’ she justified her theft , then poured herself some diet soda .",3
13596,1,0,"‘ Kind of starving , ’ she justified her theft , then poured herself some diet soda .",9
13600,0,1,"For once we were carrying neither wine nor spirits on Wavebreaker , for Jackson Chatterton 's drug clinic had utterly forbidden us to offer the twins any alcohol , saying that any mood-altering drug could hamper the success of a detoxification programme .",4
13602,1,0,"For once we were carrying neither wine nor spirits on Wavebreaker , for Jackson Chatterton 's drug clinic had utterly forbidden us to offer the twins any alcohol , saying that any mood-altering drug could hamper the success of a detoxification programme .",8
13613,0,1,"For once we were carrying neither wine nor spirits on Wavebreaker , for Jackson Chatterton 's drug clinic had utterly forbidden us to offer the twins any alcohol , saying that any mood-altering drug could hamper the success of a detoxification programme .",29
13617,1,0,"For once we were carrying neither wine nor spirits on Wavebreaker , for Jackson Chatterton 's drug clinic had utterly forbidden us to offer the twins any alcohol , saying that any mood-altering drug could hamper the success of a detoxification programme .",37
13622,1,0,"We were thus officially a dry boat , though I had hidden some Irish whiskey in the engine room , and I was sure that Ellen would have similarly salted away some vodka .",5
13633,0,1,"We were thus officially a dry boat , though I had hidden some Irish whiskey in the engine room , and I was sure that Ellen would have similarly salted away some vodka .",30
13657,1,0,"He chuckled , produced two cardboard cups , and poured me a generous slug of the whiskey .",3
13704,0,1,‘ A lighthouse ? ’ he asked in a voice which suggested that a prudent man avoided such things .,16
13705,0,1,‘ A lighthouse ? ’ he asked in a voice which suggested that a prudent man avoided such things .,18
13708,0,1,‘ It 's called the Hole in the Wall .,5
13709,0,1,‘ It 's called the Hole in the Wall .,8
13719,0,1,"‘ We 'll have a bit more sea , kick up some spray . ’",9
13736,1,0,"I had nothing particular planned , merely an idea that it might be interesting to thrash our way out into the open ocean , though , mindful of the danger of tropical storms , I had no intention of going too far from the safe shelter of a Bahamian hurricane hole .",15
13738,1,0,"I had nothing particular planned , merely an idea that it might be interesting to thrash our way out into the open ocean , though , mindful of the danger of tropical storms , I had no intention of going too far from the safe shelter of a Bahamian hurricane hole .",21
13752,0,1,"I had nothing particular planned , merely an idea that it might be interesting to thrash our way out into the open ocean , though , mindful of the danger of tropical storms , I had no intention of going too far from the safe shelter of a Bahamian hurricane hole .",50
13755,1,0,"But I fancied feeling the long hard pressure of ocean waves against our hull and , though we were short-handed , I reckoned that a few days out of sight of land would shake us all down quickly .",5
13761,0,1,"But I fancied feeling the long hard pressure of ocean waves against our hull and , though we were short-handed , I reckoned that a few days out of sight of land would shake us all down quickly .",19
13767,0,1,"But I fancied feeling the long hard pressure of ocean waves against our hull and , though we were short-handed , I reckoned that a few days out of sight of land would shake us all down quickly .",37
13772,1,0,"I explained all that to Chatterton , but stressed that we would run for cover at the first sign of trouble .",14
13785,1,0,"‘ They wo n't give you any grief in the next few days , ’ he said .",7
13792,0,1,‘ Now that they ca n't get hold of cocaine they 'll just crash out . ’,13
13799,0,1,‘ Does that mean they 'll be seeing green monkeys and blue snakes up the rigging ? ’,12
13816,0,1,"It 's the opposite of a cocaine high , you see . ’",3
13866,0,1,I promise you one thing ; he 's brought none of it on board .,8
13871,1,0,"I searched him and his luggage , and he was clean . ’",10
13872,0,1,"The big man thought for a few seconds , then laughed .",1
13879,1,0,"That turkey has got one chance of avoiding jail , just one , and that chance is by proving to the judge that he 's cleaned up his act .",1
13882,0,1,"That turkey has got one chance of avoiding jail , just one , and that chance is by proving to the judge that he 's cleaned up his act .",7
13911,1,0,"‘ She wo n't have done that , ’ Chatterton said with conviction .",12
13935,1,0,"I glanced up at the sails , down at the compass , then ahead to where the lighthouse loom arced powerfully through the night .",18
13936,0,1,"I glanced up at the sails , down at the compass , then ahead to where the lighthouse loom arced powerfully through the night .",19
13942,0,1,"‘ Depends on their will power , 'cause nothing else will do it for them .",5
13951,0,1,"There ai n't no pill to get you off the powder , Mr Breakspear , only will power .",17
13959,0,1,"And let me tell you , coming off coke is the hardest damn thing in the world , and you 're real lucky if you have a rich daddy who pays for people to hold your hand while you go through the hell of it .",16
13966,1,0,"And let me tell you , coming off coke is the hardest damn thing in the world , and you 're real lucky if you have a rich daddy who pays for people to hold your hand while you go through the hell of it .",34
13967,1,0,"And let me tell you , coming off coke is the hardest damn thing in the world , and you 're real lucky if you have a rich daddy who pays for people to hold your hand while you go through the hell of it .",36
14004,0,1,"‘ And it 's even harder , ’ Jackson Chatterton 's voice was suddenly sinister , ‘ for a poor person who has no one to help them . ’",14
14005,0,1,"‘ And it 's even harder , ’ Jackson Chatterton 's voice was suddenly sinister , ‘ for a poor person who has no one to help them . ’",19
14034,0,1,asked whether the American army had helped him to kick his drug habit .,0
14045,1,0,"‘ Sure they tried , they tried real hard , but back then I did n't",8
14055,1,0,The light inside the binnacle glossed his black,5
14062,0,1,"face with a sheen of red , sparking his eyes like fire .",11
14067,1,0,"He was not looking at me , but staring doggedly ahead into the turning white light of the Hole in the Wall .",13
14071,0,1,"He was not looking at me , but staring doggedly ahead into the turning white light of the Hole in the Wall .",21
14077,0,1,"‘ And I had to lose a good , good woman before I came to my senses .",16
14109,1,0,"I looked at the tough , impressive face .",4
14117,0,1,"He paused before replying , then gave the smallest shake of his head .",8
14127,1,0,"This time the pause was almost eloquent , then he gave a richly contagious laugh .",13
14162,0,1,I like to watch the phosphorescence curling away from the hull and I like to watch the brilliant specks of light fade in the black deep water far in the ship 's wake .,17
14163,1,0,I like to watch the phosphorescence curling away from the hull and I like to watch the brilliant specks of light fade in the black deep water far in the ship 's wake .,18
14171,0,1,I like to watch the phosphorescence curling away from the hull and I like to watch the brilliant specks of light fade in the black deep water far in the ship 's wake .,32
14183,0,1,I like the sounds of a boat sailing at night .,7
14193,0,1,"The sounds are the same as those of daylight , yet somehow the night magnifies and sharpens the creak of a yielding block , the sigh of air over a shroud , the stretching of a sail , the hiss of water sliding sleek against the hull , the curl of a quarter-wave falling away , and the thump as a wave strikes the cutwater to be sheared into two bright slices of whiteness .",22
14197,0,1,"The sounds are the same as those of daylight , yet somehow the night magnifies and sharpens the creak of a yielding block , the sigh of air over a shroud , the stretching of a sail , the hiss of water sliding sleek against the hull , the curl of a quarter-wave falling away , and the thump as a wave strikes the cutwater to be sheared into two bright slices of whiteness .",33
14199,1,0,"The sounds are the same as those of daylight , yet somehow the night magnifies and sharpens the creak of a yielding block , the sigh of air over a shroud , the stretching of a sail , the hiss of water sliding sleek against the hull , the curl of a quarter-wave falling away , and the thump as a wave strikes the cutwater to be sheared into two bright slices of whiteness .",39
14206,0,1,"The sounds are the same as those of daylight , yet somehow the night magnifies and sharpens the creak of a yielding block , the sigh of air over a shroud , the stretching of a sail , the hiss of water sliding sleek against the hull , the curl of a quarter-wave falling away , and the thump as a wave strikes the cutwater to be sheared into two bright slices of whiteness .",53
14210,0,1,"The sounds are the same as those of daylight , yet somehow the night magnifies and sharpens the creak of a yielding block , the sigh of air over a shroud , the stretching of a sail , the hiss of water sliding sleek against the hull , the curl of a quarter-wave falling away , and the thump as a wave strikes the cutwater to be sheared into two bright slices of whiteness .",62
14213,0,1,"The sounds are the same as those of daylight , yet somehow the night magnifies and sharpens the creak of a yielding block , the sigh of air over a shroud , the stretching of a sail , the hiss of water sliding sleek against the hull , the curl of a quarter-wave falling away , and the thump as a wave strikes the cutwater to be sheared into two bright slices of whiteness .",70
14221,1,0,I like the purposefulness of a boat at night as it slits a path across an empty planet .,13
14222,0,1,I like the purposefulness of a boat at night as it slits a path across an empty planet .,16
14225,1,0,"I like the secretiveness of a boat in the blackness , when the only thing to dislike is the prospect of dawn , which seems like a betrayal because , at night , in a boat under sail , it is easy to feel very close to God — for eternity is all around .",3
14228,0,1,"I like the secretiveness of a boat in the blackness , when the only thing to dislike is the prospect of dawn , which seems like a betrayal because , at night , in a boat under sail , it is easy to feel very close to God — for eternity is all around .",14
14230,1,0,"I like the secretiveness of a boat in the blackness , when the only thing to dislike is the prospect of dawn , which seems like a betrayal because , at night , in a boat under sail , it is easy to feel very close to God — for eternity is all around .",19
14240,0,1,"I like the secretiveness of a boat in the blackness , when the only thing to dislike is the prospect of dawn , which seems like a betrayal because , at night , in a boat under sail , it is easy to feel very close to God — for eternity is all around .",47
14268,0,1,"I wished that Ellen and Rickie would go to their beds , for the soft mutter of their voices was an intrusion on the dark and star-studded infinity through which I steered Wavebreaker .",24
14269,1,0,"I wished that Ellen and Rickie would go to their beds , for the soft mutter of their voices was an intrusion on the dark and star-studded infinity through which I steered Wavebreaker .",26
14314,1,0,"A few Africans , clutching sticks and wearing skins , watch the plane as it turns , pauses , and then accelerates , leaving a cloud of dust .",15
14315,1,0,"A few Africans , clutching sticks and wearing skins , watch the plane as it turns , pauses , and then accelerates , leaving a cloud of dust .",17
14324,1,0,"The plane climbs reluctantly , one set of wings dipping drunkenly .",8
14337,1,0,"There is no sign of civilization , but herds of zebra and wildebeest and clumps of elephants marble the valley floor .",14
14341,1,0,"There is no sign of civilization , but herds of zebra and wildebeest and clumps of elephants marble the valley floor .",20
14347,0,1,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God .",5
14349,1,0,"A group of Masai is clearing stones from a stretch of grassland , in the shadow of the Mountain of God .",9
14395,1,0,"It dips its wings in acknowledgement of the landing strip , and circles , preparing to land .",1
14396,1,0,"It dips its wings in acknowledgement of the landing strip , and circles , preparing to land .",3
14397,1,0,"It dips its wings in acknowledgement of the landing strip , and circles , preparing to land .",5
14399,0,1,"It dips its wings in acknowledgement of the landing strip , and circles , preparing to land .",9
14405,0,1,She checks her appearance in a mirror hanging on a tree .,1
14433,0,1,"The plane is taxiing , pursued by a group of running Masai warriors , glorious in their red and purple robes , ochred hair , lion head-dresses and so on .",5
14444,0,1,"The plane is taxiing , pursued by a group of running Masai warriors , glorious in their red and purple robes , ochred hair , lion head-dresses and so on .",25
14455,0,1,"The plane is still now , surrounded by the warriors .",6
14456,0,1,"The plane is still now , surrounded by the warriors .",9
14470,1,0,Its strange shape has become familiar to us .,5
14478,0,1,"His face is still dirty from the dust and oil , except that around his eyes is a white patch where the goggles were .",19
14498,0,1,The singing of the Masai and the overwhelming landscape are thrilling .,1
14505,0,1,Claudia and Fairfax come closer .,3
14509,1,0,He is perhaps surprised by her composure .,3
14519,1,0,( Her accent is very French but she speaks English fluently . ),10
14528,1,0,He would like to say something more graceful .,7
14530,0,1,‘ Your face is dirty .,4
14535,0,1,Fairfax laughs .,1
14547,0,1,They start to walk the short distance to her camp .,5
14569,0,1,"The Masai stand a short distance off , curious , but self-absorbed .",2
14573,0,1,"The Masai stand a short distance off , curious , but self-absorbed .",11
14620,0,1,Fairfax watches her .,1
14654,1,0,"Almost every man is accompanied by a goat or a cow , held on a short leather thong or controlled by a thin stick .",4
14663,0,1,"Almost every man is accompanied by a goat or a cow , held on a short leather thong or controlled by a thin stick .",23
14703,1,0,‘ The whole thing was ridiculous and tragic .,7
14714,0,1,He had to collect the cattle and make sure that every boma was contributing his fair share .,13
14716,0,1,He had to collect the cattle and make sure that every boma was contributing his fair share .,16
14746,1,0,"So the laibon 's son from up there , up the valley past Lengai , he is a descendant of Mbatian , the great laibon , he tries to persuade Turnbull to let him take out his animal from the ones which have been selected . ‘",23
14757,0,1,"The young warrior , Tepilit , is arguing with the district officer .",2
14766,1,0,He is still vividly scarred from his recent encounter with a lion .,8
14788,0,1,He can not wait for the proposed exchange of animals .,7
14792,1,0,"‘ How long will it take , anyway ? ’",2
14796,0,1,‘ Tomorrow it will be ready .,5
14806,0,1,"The Masai warrior , Tepilit , is excited .",2
14822,0,1,"He strokes its side , which is white and marked with round patches of black , like islands on a naïvely drawn map .",12
14862,0,1,It is a heavy weapon .,3
14863,0,1,It is a heavy weapon .,4
14868,1,0,Between the knife-shaped iron blade and the tapered tail of the spear is a rounded handle made from a particularly hard tree .,8
14878,0,1,"This piece of wood passes right through Turnbull , so that he is skewered .",4
14888,1,0,"A fountain of blood at first pours from his chest , but soon subsides become a steady trickle .",13
14891,0,1,"A fountain of blood at first pours from his chest , but soon subsides become a steady trickle .",17
14898,1,0,Tepilit watches as the district officer performs a brief hokey-cokey before falling face down .,9
14901,0,1,This drives the spear almost completely through his body .,1
14919,0,1,They seem to be weighing the incident carefully in their minds .,7
14923,1,0,They cock their rifles and fire into the air .,1
14927,0,1,"Now they guard the body , which is motionless in a lake of blood that is rapidly drying , drunk by the thirsty , insatiable soil .",2
14933,1,0,"Now they guard the body , which is motionless in a lake of blood that is rapidly drying , drunk by the thirsty , insatiable soil .",17
14943,0,1,Tepilit drives his bull away .,1
14944,0,1,Tepilit drives his bull away .,3
14945,0,1,Tepilit drives his bull away .,4
14947,0,1,He walks without a backward glance .,4
14951,0,1,He has in one hand a stick and is followed by a thin dog .,9
14954,0,1,This little group begins to mount a hill .,1
14957,0,1,This little group begins to mount a hill .,5
14961,0,1,Nobody makes a move to stop him .,3
14986,0,1,‘ The next day he presented himself for arrest . ’,2
14988,0,1,‘ The next day he presented himself for arrest . ’,5
15002,0,1,‘ And you told him to give himself up ? ’,6
15042,0,1,Sounds a bit of a balls-up . ’,5
15073,1,0,‘ Shall we take some coffee now ? ’,3
15101,0,1,In front of the building is a row of white-painted stones and some cactus-like sisal plants forming a circle around a patch of grass .,16
15133,0,1,"I 'm Sergeant Jeavons , sir . ’",2
15142,1,0,I want to talk to the Masai man you are holding .,10
15149,0,1,The sergeant 's face is elaborately composed .,1
15151,1,0,The sergeant 's face is elaborately composed .,5
15153,1,0,"In a bare , mud-walled cell , sitting on the floor , is Tepilit .",2
15156,0,1,"In a bare , mud-walled cell , sitting on the floor , is Tepilit .",7
15164,0,1,"From behind the sergeant , an askari shouts at Tepilit .",3
15183,0,1,"Then he turns to the policeman : ‘ That 's fine , sergeant .",12
15195,1,0,‘ I am fine . ’,3
15197,0,1,‘ What age group are you ? ’,3
15208,0,1,I am praised because I held it by the tail . ’,5
15241,0,1,‘ The Masai are brave . ’,4
15262,0,1,She is my little heifer . ’,3
15268,0,1,It takes him a moment to regain his composure .,6
15305,0,1,"You thought the Nandi , the fat belly , wanted the askaris to shoot you . ’",9
15307,0,1,"You thought the Nandi , the fat belly , wanted the askaris to shoot you . ’",13
15316,0,1,"He took my best animal , even though I offered two in its place .",1
15329,0,1,"And now my family have offered forty-nine cattle to his family , but the government will not take them to give to his family in England . ’",17
15330,0,1,"And now my family have offered forty-nine cattle to his family , but the government will not take them to give to his family in England . ’",20
15336,0,1,‘ White men have different customs . ’,5
15340,0,1,‘ Some like cattle .,3
15400,0,1,They know that I killed him on purpose because he took my best animal . ’,10
15410,0,1,Fairfax stands up .,1
15415,0,1,‘ Go in peace . ’,1
15420,0,1,Tepilit does not stand up .,3
15423,0,1,The sergeant meets Fairfax outside the cell .,1
15449,1,0,‘ Was it taken down by a policeman ? ’,3
